## Frequencies(%) of answers to several questions of the module  "Personal and Social Well-Being"
## as prepared  from the data table corresponding to the ESS 2012
## downloaded from http://www.europeansocialsurvey.org/.
## Mathieu Kessler, Universidad Politécnica de Cartagena, January 20th, 2014.
"Pais";"Pregunta";"Respuesta";"Porcentaje"
"Czech Republic";"Felt depressed, how often past week";"Some of the time";42.1915002560164
"Germany";"Felt depressed, how often past week";"Some of the time";30.4436166610227
"Denmark";"Felt depressed, how often past week";"Some of the time";17.1741778319123
"Estonia";"Felt depressed, how often past week";"Some of the time";40.4741744284505
"Spain";"Felt depressed, how often past week";"Some of the time";35.8129649309245
"Finland";"Felt depressed, how often past week";"Some of the time";16.9020501138952
"United Kingdom";"Felt depressed, how often past week";"Some of the time";25.2737625930793
"Ireland";"Felt depressed, how often past week";"Some of the time";23.6892460773058
"Israel";"Felt depressed, how often past week";"Some of the time";30.5655836341757
"Iceland";"Felt depressed, how often past week";"Some of the time";29.7043010752688
"Netherlands";"Felt depressed, how often past week";"Some of the time";26.1129207383279
"Norway";"Felt depressed, how often past week";"Some of the time";17.9233621755253
"Poland";"Felt depressed, how often past week";"Some of the time";34.181240063593
"Portugal";"Felt depressed, how often past week";"Some of the time";32.4487895716946
"Russian Federation";"Felt depressed, how often past week";"Some of the time";40.8439164276936
"Sweden";"Felt depressed, how often past week";"Some of the time";19.7724810400867
"Slovenia";"Felt depressed, how often past week";"Some of the time";24.5614035087719
"Slovakia";"Felt depressed, how often past week";"Some of the time";43.7295528898582
"Kosovo";"Felt depressed, how often past week";"Some of the time";55.4945054945055
"Belgium";"Felt depressed, how often past week";"Most of the time";4.60878885316184
"Bulgaria";"Felt depressed, how often past week";"Most of the time";8.3743842364532
"Switzerland";"Felt depressed, how often past week";"Most of the time";2.61394101876676
"Cyprus";"Felt depressed, how often past week";"Most of the time";5.73991031390134
"Czech Republic";"Felt depressed, how often past week";"Most of the time";10.9062980030722
"Germany";"Felt depressed, how often past week";"Most of the time";4.67321368100237
"Denmark";"Felt depressed, how often past week";"Most of the time";1.52253349573691
"Estonia";"Felt depressed, how often past week";"Most of the time";7.36663844199831
"Spain";"Felt depressed, how often past week";"Most of the time";7.33262486716259
"Finland";"Felt depressed, how often past week";"Most of the time";1.82232346241458
"United Kingdom";"Felt depressed, how often past week";"Most of the time";4.90582566798073
"Ireland";"Felt depressed, how often past week";"Most of the time";2.79372368924608
"Israel";"Felt depressed, how often past week";"Most of the time";5.29482551143201
"Iceland";"Felt depressed, how often past week";"Most of the time";3.49462365591398
"Netherlands";"Felt depressed, how often past week";"Most of the time";3.42019543973941
"Norway";"Felt depressed, how often past week";"Most of the time";2.03955500618047
"Poland";"Felt depressed, how often past week";"Most of the time";7.63116057233704
"Portugal";"Felt depressed, how often past week";"Most of the time";7.91433891992551
"Russian Federation";"Felt depressed, how often past week";"Most of the time";12.0442441622286
"Sweden";"Felt depressed, how often past week";"Most of the time";2.60021668472373
"Slovenia";"Felt depressed, how often past week";"Most of the time";4.06698564593301
"Slovakia";"Felt depressed, how often past week";"Most of the time";5.88876772082879
"Kosovo";"Felt depressed, how often past week";"Most of the time";8.39874411302983
"Belgium";"Felt depressed, how often past week";"All or almost all of the time";1.76848874598071
"Bulgaria";"Felt depressed, how often past week";"All or almost all of the time";3.76175548589342
"Switzerland";"Felt depressed, how often past week";"All or almost all of the time";1.13941018766756
"Cyprus";"Felt depressed, how often past week";"All or almost all of the time";3.31838565022422
"Czech Republic";"Felt depressed, how often past week";"All or almost all of the time";2.5089605734767
"Germany";"Felt depressed, how often past week";"All or almost all of the time";1.82864883169658
"Denmark";"Felt depressed, how often past week";"All or almost all of the time";1.52253349573691
"Estonia";"Felt depressed, how often past week";"All or almost all of the time";1.52413209144793
"Spain";"Felt depressed, how often past week";"All or almost all of the time";3.34750265674814
"Finland";"Felt depressed, how often past week";"All or almost all of the time";0.683371298405467
"United Kingdom";"Felt depressed, how often past week";"All or almost all of the time";2.40911081909768
"Ireland";"Felt depressed, how often past week";"All or almost all of the time";2.33448143895905
"Israel";"Felt depressed, how often past week";"All or almost all of the time";1.64460489370237
"Iceland";"Felt depressed, how often past week";"All or almost all of the time";1.88172043010753
"Netherlands";"Felt depressed, how often past week";"All or almost all of the time";1.1400651465798
"Norway";"Felt depressed, how often past week";"All or almost all of the time";0.556242274412855
"Poland";"Felt depressed, how often past week";"All or almost all of the time";3.28563857975623
"Portugal";"Felt depressed, how often past week";"All or almost all of the time";2.70018621973929
"Russian Federation";"Felt depressed, how often past week";"All or almost all of the time";1.7206063088898
"Sweden";"Felt depressed, how often past week";"All or almost all of the time";1.62513542795233
"Slovenia";"Felt depressed, how often past week";"All or almost all of the time";0.637958532695375
"Slovakia";"Felt depressed, how often past week";"All or almost all of the time";1.03598691384951
"Kosovo";"Felt depressed, how often past week";"All or almost all of the time";2.51177394034537
